sector,stage,country,funding,team_size,team_experience,market_size_bn,burn_rate,revenue_growth,customer_count,nps_score,patent_count,competition_level,business_model_score,months_since_founding,runway_months,success
BioTech,Series C,India,123145071,125,9,32.92,710527,0.525,18961,30,2,1,4,36,26,1
HealthTech,Seed,Australia,1729959,80,10,313.15,235253,1.977,33443,5,18,1,9,43,14,1
Gaming,Series A,Germany,6343867,11,4,208.72,660831,4.383,18823,49,10,9,8,42,8,1
BioTech,Series B,Australia,27344700,16,8,311.43,628871,2.715,9873,-1,13,8,5,13,24,0
FinTech,Series A,Brazil,5642800,43,5,105.66,199243,1.774,5587,2,1,6,6,92,22,1
AI/ML,Seed,Australia,2163229,94,11,169.7,491312,0.051,38713,33,6,6,5,3,21,1
CleanTech,Series A,Australia,4658332,18,8,281.06,147719,3.296,25852,-6,9,6,6,32,26,1
Gaming,Pre-Seed,USA,307137,10,1,296.76,278159,4.93,37535,-15,9,4,1,119,10,0
HealthTech,Seed,UK,1849651,115,8,186.47,293650,4.541,7004,71,19,5,4,45,13,1
BioTech,Seed,Singapore,1604399,37,11,140.39,255221,3.53,40496,14,0,3,9,84,14,1
HealthTech,Seed,India,1324464,37,13,137.21,34067,0.348,27823,54,5,3,4,28,9,0
CleanTech,Pre-Seed,UK,296991,49,11,87.76,402963,1.045,39377,-13,20,7,2,55,7,0
EdTech,Series B,USA,45427511,52,4,163.04,519993,0.772,7131,36,13,5,6,49,31,1
Cybersecurity,Series A,Australia,7074999,98,2,100.12,536344,1.648,17696,29,26,8,2,11,16,0
CleanTech,Seed,India,1163431,120,11,317.09,264770,1.025,25649,28,1,5,3,11,8,1
E-Commerce,Series B,USA,23966309,96,6,284.75,563616,1.071,4099,67,5,4,7,3,15,1
CleanTech,Seed,USA,2088404,71,2,191.6,62832,3.007,31571,0,0,3,4,73,25,0
HealthTech,Series C,USA,63701736,75,5,163.25,52771,1.457,30580,15,2,2,1,46,15,0
FinTech,Seed,France,752515,81,2,119.19,107421,3.321,48627,50,3,3,9,61,25,1
AI/ML,Pre-Seed,India,272809,69,3,267.96,187587,4.729,28664,48,12,7,6,58,7,1
FinTech,Series A,USA,8353374,78,11,459.49,598826,3.12,15582,37,2,8,9,108,26,1
HealthTech,Series A,Israel,5871083,117,6,343.01,482194,3.709,26469,42,14,5,3,53,8,1
AI/ML,Series A,Australia,11998331,7,1,372.34,312295,3.708,22402,72,12,1,5,18,18,1
E-Commerce,Series C,India,58671734,76,6,417.27,666989,1.52,24236,-5,21,3,9,40,21,1
Cybersecurity,Series A,France,9542224,89,3,176.14,355607,-0.122,25110,-15,10,4,6,13,16,0
Gaming,Seed,Germany,2476230,4,7,31.91,631141,0.086,23430,57,3,4,2,117,3,0
HealthTech,Series B,Germany,27537769,53,2,311.47,623720,1.267,44407,31,29,1,1,27,1,0
BioTech,Series A,Singapore,14768203,75,14,94.74,300299,3.386,37948,-19,16,9,9,95,13,1
HealthTech,Seed,Canada,2709375,126,6,284.74,785817,4.515,17763,68,4,4,1,85,32,1
HealthTech,Series B,Israel,18763302,66,8,369.89,159360,4.786,48960,74,20,2,5,84,12,1
AI/ML,Pre-Seed,Germany,451809,53,1,391.93,322732,-0.066,17029,56,24,9,1,113,31,0
SaaS,Series A,France,4983438,77,11,151.27,228023,4.948,38180,-3,23,4,5,61,2,1
CleanTech,Series B,Canada,36971167,143,11,256.46,701445,1.477,4652,60,7,4,5,31,8,1
SaaS,Series A,USA,3383609,90,13,310.67,545539,4.183,6834,71,20,6,7,82,25,1
E-Commerce,Series A,USA,6105003,73,9,409.83,112420,0.738,37219,55,23,8,7,112,5,1
BioTech,Series A,Brazil,4863082,69,5,380.81,690934,0.127,22487,14,29,5,1,42,2,0
Cybersecurity,Seed,Australia,2253313,139,5,493.99,281767,1.767,7084,65,9,8,9,10,3,1
EdTech,Series B,Canada,17803005,116,13,4.54,227544,4.266,45630,18,6,1,1,100,22,1
E-Commerce,Pre-Seed,Australia,168724,58,12,219.03,326859,0.948,14692,-20,16,4,5,8,33,0
EdTech,Pre-Seed,France,287777,67,5,128.39,278267,0.601,49516,16,27,1,7,47,32,0
EdTech,Pre-Seed,Israel,217567,91,6,60.39,275205,4.531,2655,0,6,3,8,111,17,1
Cybersecurity,Seed,Canada,1562279,51,2,455.8,116393,4.679,40201,-20,26,7,2,55,18,0
FinTech,Seed,Germany,1470584,15,6,498.98,788504,-0.135,34082,-17,23,1,1,96,3,1
SaaS,Series A,Israel,14434079,17,14,90.71,311239,3.583,47670,75,18,5,4,110,6,1
HealthTech,Seed,Brazil,1403923,43,11,19.7,200690,1.408,5272,37,8,1,4,100,13,0
Gaming,Seed,Australia,2161342,111,4,137.89,615731,1.748,218,-20,23,6,6,23,31,0
EdTech,Pre-Seed,Australia,345305,23,8,417.51,390149,2.239,30892,-8,1,9,1,118,17,0
BioTech,Seed,Israel,2973592,69,13,147.3,521048,2.019,37471,25,21,3,1,59,21,1
E-Commerce,Seed,USA,2835563,20,11,28.92,95141,2.478,48762,26,19,6,3,78,16,0
FinTech,Pre-Seed,Australia,452932,67,9,26.72,501008,2.828,21515,60,18,4,5,115,17,1
EdTech,Pre-Seed,Brazil,345493,74,9,214.0,742228,2.221,34307,55,26,6,6,8,32,1
FinTech,Pre-Seed,Germany,97098,148,8,465.95,703192,3.448,13145,-14,5,2,5,105,1,1
FinTech,Pre-Seed,India,420579,145,3,143.32,674805,3.537,17986,30,9,4,5,65,8,0
EdTech,Seed,Germany,2579368,55,10,213.87,174562,2.09,19088,-18,12,7,9,8,1,1
AI/ML,Pre-Seed,Germany,381065,113,11,51.42,564055,0.541,5064,29,24,6,2,55,2,0
CleanTech,Series A,Australia,7886202,19,11,247.04,56057,3.131,46556,5,1,9,1,6,24,0
BioTech,Series A,UK,12405391,118,4,348.43,221818,3.819,22196,10,9,7,6,119,27,1
HealthTech,Seed,USA,1817933,86,1,135.94,230767,3.118,11603,79,9,1,9,11,20,1
HealthTech,Series C,Australia,162322325,140,9,148.71,706403,2.858,2488,41,25,6,7,71,21,1
BioTech,Seed,USA,2772447,40,5,421.07,358899,0.993,25192,5,4,3,8,76,35,1
AI/ML,Seed,France,2426663,106,6,5.68,177659,3.155,28897,46,21,8,5,113,15,0
HealthTech,Series C,UK,186645395,69,3,318.42,275508,1.541,18802,34,3,1,4,74,30,0
FinTech,Pre-Seed,Australia,118274,26,11,197.25,523993,4.582,16411,7,22,2,6,89,4,1
Cybersecurity,Series B,Singapore,21557734,124,10,149.54,721448,3.199,29666,23,1,3,3,6,15,1
E-Commerce,Pre-Seed,Germany,403572,122,8,328.97,520684,1.247,40975,60,6,3,1,60,23,0
SaaS,Seed,France,1063889,62,7,417.42,611303,2.259,12770,17,17,7,4,39,15,0
HealthTech,Pre-Seed,UK,386033,101,1,279.42,148470,4.202,7977,9,16,8,9,73,26,1
BioTech,Series A,Australia,3277834,52,10,16.03,405668,1.544,37429,45,10,9,4,8,12,0
Cybersecurity,Seed,Brazil,1812629,99,12,230.97,359352,2.532,32031,-13,20,7,1,111,18,1
EdTech,Series A,Israel,8585056,138,5,231.65,559633,3.334,4549,-7,17,8,4,53,6,0
CleanTech,Seed,Israel,1036350,3,10,272.13,515027,3.724,20337,78,7,6,7,108,18,1
BioTech,Seed,USA,837530,6,9,335.64,358039,0.704,27365,41,27,2,3,81,24,0
FinTech,Pre-Seed,UK,274309,87,12,10.15,739695,2.739,20645,54,27,1,6,101,28,1
CleanTech,Seed,Germany,2238667,134,11,251.26,164125,4.543,47797,42,11,3,1,52,15,1
E-Commerce,Series B,Germany,26675889,69,12,294.36,790912,4.835,24507,58,23,9,4,98,19,1
E-Commerce,Seed,India,1128758,10,6,172.01,663310,3.212,4973,45,0,7,3,16,5,0
AI/ML,Series A,Israel,4732141,94,8,334.35,408231,4.915,8436,75,19,2,1,101,4,1
Gaming,Series A,France,12224152,139,10,114.47,238273,2.768,10086,19,29,1,3,13,17,1
AI/ML,Seed,UK,2739164,126,1,159.03,323260,2.102,17740,-8,24,2,4,12,10,0
Cybersecurity,Seed,Germany,2394018,62,10,481.4,163023,2.668,25518,-4,20,3,5,63,12,1
CleanTech,Pre-Seed,India,257866,52,11,174.36,369743,0.402,19851,-6,11,6,6,83,5,0
Gaming,Pre-Seed,UK,336629,11,7,173.58,239351,1.889,39732,12,26,9,2,15,7,0
EdTech,Pre-Seed,Canada,139299,135,3,298.04,326575,2.184,14842,-5,25,8,2,36,23,0
FinTech,Seed,Germany,2440592,63,9,485.5,684104,4.213,29954,-8,28,9,6,62,2,1
CleanTech,Seed,Canada,2991435,114,6,491.55,335238,3.745,1745,65,5,8,5,111,30,1
AI/ML,Seed,UK,2837643,134,5,290.04,386756,2.927,12697,2,2,7,1,53,5,0
SaaS,Seed,Germany,2134461,123,8,1.04,538222,1.606,26933,15,4,6,3,7,20,0
Gaming,Seed,Canada,2854960,124,8,450.38,86945,0.773,3879,22,13,8,5,114,26,1
Gaming,Series A,Singapore,13403209,64,12,285.33,785842,1.608,20161,29,11,6,2,76,6,0
FinTech,Series A,India,13205026,112,12,183.32,631234,3.335,18499,53,12,2,1,34,29,1
HealthTech,Pre-Seed,France,327331,90,3,414.68,630632,1.168,22641,60,12,9,9,14,10,0
E-Commerce,Pre-Seed,Israel,283983,52,2,200.22,149244,2.02,35035,73,28,9,5,54,16,0
E-Commerce,Series A,India,5887569,133,2,17.51,561646,1.811,18651,-8,16,3,2,15,34,0
SaaS,Seed,Canada,2246988,105,14,410.63,731673,3.781,9688,9,23,9,4,87,31,1
Cybersecurity,Series A,Germany,7896986,124,5,273.16,139774,4.396,47833,36,26,2,3,114,5,1
Cybersecurity,Seed,Singapore,1520346,49,10,169.4,291907,3.437,10988,9,14,3,7,56,33,1
EdTech,Seed,Singapore,2386522,33,12,125.82,503938,1.576,23470,50,5,6,1,119,19,0
CleanTech,Pre-Seed,Israel,330752,121,7,297.1,499922,2.053,37249,-11,11,4,4,99,32,0
BioTech,Pre-Seed,Singapore,383471,100,8,104.42,95997,0.545,23849,78,1,8,7,56,23,0
HealthTech,Seed,India,752773,75,10,162.26,251830,0.674,33697,45,3,1,5,43,3,1
AI/ML,Seed,Australia,2876517,35,8,318.45,148876,0.654,7773,73,19,6,4,50,1,0
BioTech,Series A,Singapore,3834938,71,13,440.83,219820,0.479,36092,62,24,2,4,53,28,1
BioTech,Series B,Israel,15807400,111,12,266.68,621477,0.734,29076,18,24,6,2,49,5,0
Gaming,Seed,Singapore,889821,17,8,379.67,621795,0.854,4587,16,20,1,8,52,13,1
SaaS,Series A,Singapore,9505134,60,10,381.65,339669,0.382,33124,-18,11,2,4,98,11,1
E-Commerce,Seed,Brazil,2777732,20,12,332.34,633536,3.129,15787,68,2,9,2,78,22,1
EdTech,Seed,India,672903,96,11,123.3,558892,4.95,20448,13,16,6,9,48,23,1
Cybersecurity,Series A,Canada,6581877,114,3,433.46,703278,4.372,5499,65,5,8,7,101,12,1
SaaS,Seed,USA,602951,42,14,218.42,139716,0.037,3841,17,23,7,3,102,21,0
Gaming,Seed,Australia,805745,82,11,22.58,716209,2.0,44890,-7,16,9,7,40,19,1
AI/ML,Pre-Seed,Singapore,257028,104,2,122.68,171919,4.268,25402,43,26,9,1,114,5,0
EdTech,Seed,France,2669330,55,13,382.89,463925,0.5,46177,18,16,4,1,94,24,1
Gaming,Series B,Singapore,22252270,96,4,35.03,544968,4.208,23055,33,10,7,4,15,30,0
E-Commerce,Series B,Brazil,46527173,148,1,74.11,647796,2.882,39827,-19,22,5,4,78,8,1
E-Commerce,Series A,Canada,8518225,63,3,347.27,105619,4.643,665,75,6,7,4,24,2,1
E-Commerce,Series A,France,3920243,100,11,446.35,65037,4.355,32271,22,1,4,9,110,34,1
SaaS,Seed,Australia,2836038,94,9,317.05,634257,3.321,23237,32,18,1,6,4,23,1
SaaS,Seed,France,1690283,66,7,111.53,121115,3.221,42988,-18,1,4,3,95,3,0
Cybersecurity,Pre-Seed,India,59964,69,7,27.18,68914,0.908,28267,20,21,3,6,79,24,0
Cybersecurity,Seed,Israel,921001,29,1,307.76,691669,0.407,10774,-13,28,9,2,101,18,0
AI/ML,Seed,Israel,512336,19,7,24.18,117255,1.96,553,69,12,5,2,15,31,0
EdTech,Series C,Australia,172498723,27,10,306.55,544637,0.77,13860,75,23,4,7,59,14,1
FinTech,Seed,Canada,1969204,105,7,113.18,478295,0.333,24903,54,23,8,3,36,1,0
FinTech,Seed,Israel,1348182,148,4,452.38,464036,1.372,7045,42,15,5,7,21,14,0
Gaming,Seed,UK,2425656,56,7,237.81,216068,4.275,9380,44,16,3,3,11,5,0
E-Commerce,Seed,Brazil,928670,120,8,112.36,562813,-0.111,32917,58,10,2,2,118,31,0
EdTech,Series A,Australia,6768553,125,3,426.65,278092,1.322,32261,-17,8,8,4,97,31,0
BioTech,Pre-Seed,Australia,374816,135,13,127.39,548786,2.005,49141,47,26,2,4,35,30,1
SaaS,Seed,USA,789372,130,10,153.65,755870,2.455,13343,71,23,8,3,29,1,0
CleanTech,Series A,USA,11403037,9,2,417.22,69790,0.744,2853,-11,8,5,9,47,3,1
HealthTech,Seed,India,1632870,52,7,154.74,36245,4.814,10128,54,28,8,6,4,20,1
AI/ML,Pre-Seed,India,427721,86,5,205.38,141310,2.81,45348,29,13,5,5,81,21,0
E-Commerce,Series A,USA,8426967,26,5,174.16,56659,2.515,48022,2,12,1,6,85,30,0
E-Commerce,Series A,Israel,12263114,84,14,58.64,521765,-0.154,2736,40,24,2,8,59,30,1
E-Commerce,Pre-Seed,Germany,381080,94,5,19.93,609162,2.326,33724,26,10,6,5,97,5,0
SaaS,Series A,Australia,14746315,118,7,362.41,314661,4.156,11440,-18,11,3,4,59,10,1
SaaS,Series A,UK,12232418,139,9,322.75,660906,0.942,5180,-4,21,8,7,18,24,1
HealthTech,Seed,Australia,537310,57,11,141.54,610173,1.626,30284,1,2,5,5,109,6,0
BioTech,Series C,Singapore,142227299,13,8,148.15,580638,-0.093,41375,70,0,3,4,81,10,0
EdTech,Series A,Canada,7394203,121,6,472.53,788539,4.88,11646,-5,26,7,5,8,10,1
E-Commerce,Series A,Brazil,7622776,72,7,493.84,317157,0.147,19029,59,7,8,4,16,25,1
FinTech,Series A,Germany,11596108,18,9,236.98,771563,4.471,20158,-18,25,4,8,29,14,1
Cybersecurity,Pre-Seed,UK,149862,123,14,401.32,49913,1.428,14342,31,18,9,8,40,13,1
FinTech,Pre-Seed,Singapore,351033,125,11,368.47,245237,2.855,37781,12,12,6,1,21,11,1
Gaming,Seed,India,1862148,11,6,149.01,317963,3.332,84,21,6,1,3,39,11,0
FinTech,Pre-Seed,UK,422646,32,1,29.75,92168,0.532,1935,-19,12,5,4,109,16,0
Gaming,Seed,USA,867968,61,4,71.71,364824,2.108,30466,18,25,5,2,6,33,0
CleanTech,Series B,Australia,22562635,71,8,419.23,366936,1.492,42376,25,5,7,5,60,32,1
Cybersecurity,Series A,UK,12479622,18,7,365.74,730270,0.094,9262,27,2,7,8,92,10,1
FinTech,Seed,Canada,741482,51,3,332.34,688845,4.133,11604,6,5,6,2,11,15,0
CleanTech,Series B,France,38862973,38,10,65.76,406076,0.035,42481,-6,27,8,9,107,16,1
AI/ML,Series A,India,9785932,119,3,320.15,59875,3.197,23133,-14,2,2,7,115,27,1
EdTech,Seed,Brazil,1212222,81,11,386.19,155991,1.433,28667,36,12,7,6,42,32,1
CleanTech,Pre-Seed,Brazil,338102,12,3,430.37,502089,0.799,35241,21,12,7,8,17,6,0
EdTech,Seed,UK,1755950,135,12,7.11,19586,3.269,33503,-12,29,4,2,107,8,1
FinTech,Series A,France,11277304,124,1,342.4,61986,2.788,2838,-15,24,2,5,103,25,1
BioTech,Seed,Australia,2300266,36,10,10.04,295199,1.439,35330,36,12,4,4,6,7,0
CleanTech,Series A,Singapore,12939139,34,1,353.58,438106,2.467,13440,55,0,4,8,92,17,1
Cybersecurity,Pre-Seed,Germany,76442,19,6,317.99,466297,1.08,36674,9,28,6,1,54,30,0
FinTech,Series A,Australia,14822076,14,14,74.6,563095,4.291,34040,34,7,7,3,20,2,1
E-Commerce,Series A,Singapore,4615270,91,14,383.18,226992,1.432,37604,63,4,3,8,107,17,1
SaaS,Series A,Germany,4089100,111,1,34.64,497677,1.075,34630,63,19,1,5,55,4,0
CleanTech,Series C,France,190663588,2,5,413.29,78625,3.71,36994,33,16,3,4,61,26,1
Cybersecurity,Series A,Germany,13595920,64,4,131.33,328461,-0.109,26339,6,8,9,6,101,14,0
AI/ML,Series B,Australia,19675195,35,5,344.58,443194,1.194,30384,63,12,1,5,56,8,1
E-Commerce,Series B,Canada,45576146,104,7,461.88,288577,1.752,45378,38,24,8,3,43,5,0
AI/ML,Series A,UK,11131526,11,6,170.24,43282,4.388,41782,-14,12,2,5,107,5,1
FinTech,Series A,Singapore,11957541,129,12,251.7,610807,4.742,32643,19,4,6,4,62,5,1
SaaS,Pre-Seed,Canada,434903,8,9,231.83,774634,3.526,16926,73,13,3,1,95,27,1
CleanTech,Seed,Singapore,1281608,57,6,79.23,140843,2.361,38977,51,10,7,1,119,5,0
CleanTech,Seed,UK,1634077,81,9,295.36,642621,3.131,23652,-19,24,2,7,90,3,1
BioTech,Seed,Israel,1666026,13,4,371.63,165205,1.953,10270,-7,25,4,4,6,30,0
BioTech,Seed,Germany,2268407,146,1,458.48,533566,1.354,17268,-11,13,9,1,87,1,0
FinTech,Series C,France,108437573,49,1,425.48,584605,4.744,36417,29,24,6,6,41,8,1
FinTech,Series B,Israel,22249433,27,10,255.25,137878,0.4,46894,-3,6,4,1,9,13,0
SaaS,Series A,Israel,8125702,113,7,359.65,118745,1.601,48841,-3,23,2,8,25,20,1
BioTech,Seed,Brazil,2576664,123,13,400.49,401374,4.475,20317,-5,16,9,9,106,6,1
Cybersecurity,Pre-Seed,USA,250658,13,13,247.0,600238,3.56,36434,31,3,4,3,87,8,1
Cybersecurity,Pre-Seed,Australia,66709,43,13,58.16,593900,-0.049,46125,48,9,9,7,65,30,0
SaaS,Seed,Canada,2977724,62,3,219.25,74873,-0.08,15448,31,9,2,5,67,15,0
Cybersecurity,Pre-Seed,Canada,327354,59,2,421.32,778757,2.486,9913,10,14,7,3,43,10,0
Gaming,Pre-Seed,Canada,492726,35,14,298.52,650080,2.318,8566,63,19,5,5,91,33,1
EdTech,Series B,Canada,19294329,8,6,362.37,752138,2.104,32444,2,11,8,7,97,9,1
SaaS,Series A,Australia,10750981,110,6,93.04,203074,1.372,15605,75,8,8,7,46,33,0
SaaS,Seed,Israel,1699728,36,13,482.19,503936,4.931,557,21,2,4,9,104,9,1
HealthTech,Pre-Seed,Australia,234484,16,7,202.34,703739,1.214,42240,60,14,4,8,47,14,0
E-Commerce,Seed,Canada,2459484,26,5,326.99,549519,2.348,44383,41,11,8,4,71,32,1
E-Commerce,Pre-Seed,USA,240043,60,8,9.93,359529,1.905,6040,56,25,3,5,119,6,0
Gaming,Series B,India,29588701,80,7,64.1,575451,0.685,46652,29,14,7,5,97,5,0
BioTech,Seed,UK,1267128,87,2,391.13,378708,0.854,33896,56,25,8,2,53,4,0
FinTech,Seed,Canada,815104,135,1,484.0,788755,4.575,21804,60,0,8,7,67,16,0
FinTech,Seed,France,2831774,89,13,160.37,589823,4.263,9292,-6,14,4,7,56,10,1
AI/ML,Pre-Seed,India,484368,72,14,19.07,383096,0.835,26110,69,10,9,9,58,31,1
Gaming,Seed,Australia,2420773,122,9,180.75,187182,4.353,5349,23,4,4,9,96,31,1
SaaS,Series A,France,9077449,94,5,9.23,712338,0.888,30374,71,6,8,4,84,14,0
Gaming,Series A,France,5834523,97,12,96.59,756178,3.058,19009,21,11,6,5,74,13,1
Gaming,Pre-Seed,Singapore,168922,33,11,376.36,737729,0.223,45087,24,19,5,7,92,4,1
Gaming,Seed,France,1016576,54,5,468.58,407968,4.378,42591,73,24,4,7,42,26,1
E-Commerce,Seed,Canada,1988204,60,12,44.18,558795,0.068,57,14,5,5,8,60,24,1
Gaming,Series B,Singapore,47338259,70,10,279.17,488921,2.686,8503,1,21,1,8,17,9,1
EdTech,Seed,Brazil,1633009,133,4,127.31,658513,3.854,28293,53,2,7,2,21,35,1
FinTech,Seed,Israel,2670856,87,2,69.96,264295,0.408,42961,54,9,8,9,12,15,0
AI/ML,Seed,France,1031149,19,5,109.88,120282,1.903,19121,17,25,9,4,90,24,0
EdTech,Seed,USA,738366,82,2,289.09,231538,0.018,5493,76,20,3,1,18,31,0
AI/ML,Seed,UK,824058,115,12,33.03,201958,3.35,36645,49,25,9,1,45,19,0
HealthTech,Seed,France,1612464,25,7,217.39,342703,1.399,2282,43,21,5,5,33,2,0
AI/ML,Seed,Brazil,1365718,67,11,68.05,535270,2.709,23170,-14,29,6,7,110,2,1
FinTech,Series B,Germany,21877037,142,9,136.7,220913,4.65,44143,23,3,1,5,18,34,1
FinTech,Seed,Australia,713596,63,9,95.78,663416,1.39,1431,55,12,9,3,82,19,0
Gaming,Series B,Australia,23457123,55,11,441.55,419362,0.053,45294,-14,18,9,7,30,23,1
CleanTech,Seed,Brazil,916740,144,6,354.15,781393,3.313,34543,45,4,6,1,64,16,0
HealthTech,Series B,Germany,42532185,132,1,434.3,195915,3.892,20591,39,22,8,1,22,6,0
SaaS,Series A,Australia,11033076,38,13,192.04,261762,4.781,11351,-20,26,4,2,37,26,1
Cybersecurity,Seed,Australia,1713013,38,6,157.05,611025,0.621,32483,41,21,5,1,61,22,0
AI/ML,Series B,Australia,34744597,132,5,190.6,92446,1.839,31195,66,17,5,9,11,24,1
CleanTech,Pre-Seed,Brazil,291540,36,4,9.76,98567,4.19,47407,68,0,7,4,106,21,0
Gaming,Series B,Israel,25448643,125,12,362.49,354994,3.996,37153,-3,20,7,7,12,30,1
E-Commerce,Seed,UK,2164005,19,6,175.21,192506,3.049,22735,-14,20,7,5,47,11,0
SaaS,Pre-Seed,Brazil,296476,123,6,157.01,93866,1.201,15203,33,27,5,7,84,9,0
BioTech,Seed,Germany,1913110,49,14,299.27,726631,1.277,3974,46,15,4,7,111,12,1
CleanTech,Series C,France,75188819,18,6,218.41,72726,0.445,38673,72,15,8,1,111,26,0
E-Commerce,Pre-Seed,Israel,404464,136,2,490.43,512253,4.594,37233,-11,15,1,1,17,3,0
HealthTech,Seed,Israel,2153005,58,14,178.45,675468,0.699,19686,40,27,1,3,111,33,1
Gaming,Series A,France,9243383,9,7,307.14,603184,2.779,39713,38,21,6,2,32,15,0
SaaS,Series A,USA,13100963,129,14,156.17,183625,2.839,43826,38,18,2,7,50,5,1
SaaS,Seed,Singapore,941168,118,4,495.3,575168,1.722,12636,48,15,3,3,98,24,0
SaaS,Pre-Seed,UK,214909,57,13,222.83,779680,1.633,35070,42,0,4,7,42,11,1
HealthTech,Pre-Seed,UK,120799,127,12,317.25,324221,3.277,29123,77,19,2,9,93,33,1
AI/ML,Seed,USA,2252813,60,9,63.8,13625,1.819,31812,-13,19,7,1,93,23,0
BioTech,Seed,Singapore,999471,59,10,366.65,48237,1.127,28760,57,9,1,3,85,10,1
HealthTech,Series B,UK,36726547,141,2,134.97,11223,1.875,4966,34,1,3,6,76,28,1
Cybersecurity,Pre-Seed,Germany,87276,109,5,224.58,200375,4.0,46215,-15,13,2,9,46,17,1
BioTech,Series A,India,13802519,75,14,441.62,75197,4.826,18426,-20,7,9,5,48,26,1
FinTech,Pre-Seed,India,60514,149,4,485.29,246486,3.107,14162,35,5,8,3,8,25,1
Gaming,Pre-Seed,UK,97456,102,9,212.57,346837,3.867,16058,76,27,3,8,119,12,1
HealthTech,Seed,Canada,2604385,49,4,417.48,645843,2.571,41482,54,2,5,5,26,3,0
E-Commerce,Seed,UK,1811822,72,8,27.15,309904,3.049,43667,67,15,3,6,75,29,0
BioTech,Series A,France,14600469,117,8,423.86,482398,4.938,2998,-11,16,6,2,93,24,1
Cybersecurity,Series B,France,22818441,123,6,314.94,399336,2.08,909,2,11,5,4,9,19,1
FinTech,Seed,Singapore,1396977,79,6,244.61,461182,0.145,45497,-5,26,2,1,8,13,0
AI/ML,Series C,Australia,50628373,30,11,445.04,301168,4.776,34648,-5,18,8,4,35,16,1
E-Commerce,Series B,Israel,32410605,94,8,422.75,473539,3.924,12497,35,23,6,1,87,27,1
BioTech,Seed,Germany,1657260,74,12,148.82,61524,1.871,18944,74,19,3,4,112,6,0
Gaming,Series A,USA,12764128,101,13,395.85,709268,4.908,7527,-15,2,1,2,40,10,1
E-Commerce,Seed,UK,2538170,75,12,50.2,439283,1.597,38464,9,12,5,6,46,8,1
FinTech,Pre-Seed,Australia,259272,96,10,411.47,412576,1.735,3072,42,15,2,6,19,18,0
E-Commerce,Series A,Australia,6581311,18,9,337.89,370372,2.971,12018,-20,10,2,8,33,32,1
EdTech,Pre-Seed,Germany,440989,138,5,44.39,114755,1.227,29652,30,19,9,9,39,17,0
CleanTech,Seed,USA,1487886,98,11,341.7,678301,3.433,4476,68,26,7,8,13,2,1
AI/ML,Series A,France,13349936,10,1,290.47,288137,0.595,43835,25,15,6,1,94,20,0
FinTech,Pre-Seed,Brazil,469421,136,1,297.48,548908,0.362,30232,0,19,1,3,7,10,0
E-Commerce,Pre-Seed,Germany,337714,145,2,145.79,554481,2.581,27482,78,1,2,6,66,9,0
CleanTech,Series B,Australia,43735023,20,10,133.62,293392,2.689,37257,17,3,7,1,78,25,0
CleanTech,Seed,India,1850093,135,10,381.39,449068,0.355,20875,48,26,3,8,5,25,1
E-Commerce,Pre-Seed,UK,355163,115,5,128.78,276404,4.814,16219,42,27,2,6,58,24,1
Gaming,Series A,Singapore,11582299,140,4,223.41,772436,2.781,30448,29,24,6,1,65,6,0
EdTech,Seed,India,2875339,126,1,347.55,19012,0.585,14367,-9,3,8,2,107,30,0
HealthTech,Seed,Australia,2829514,62,4,40.27,35823,1.42,25120,48,27,8,6,40,10,0
EdTech,Series C,Israel,131985936,43,4,297.48,57027,3.961,6855,52,16,2,8,56,31,1
E-Commerce,Series A,Canada,7475687,14,10,294.89,219239,2.521,3097,23,0,6,5,4,18,1
AI/ML,Seed,USA,1690064,141,4,342.27,355938,0.778,44585,31,0,5,1,92,33,0
HealthTech,Series A,France,14354168,86,1,185.28,152049,0.335,19889,-12,29,7,2,4,19,0
FinTech,Series B,UK,44908822,21,9,224.77,757590,2.04,1084,78,4,4,4,14,23,1
EdTech,Pre-Seed,Singapore,314019,51,14,165.32,712736,1.555,33320,44,21,2,4,42,5,1
E-Commerce,Pre-Seed,Brazil,480282,93,3,404.18,19218,3.211,21944,-11,11,3,7,4,26,1
EdTech,Pre-Seed,France,448968,89,13,65.74,293932,4.611,33921,25,5,9,2,107,29,1
HealthTech,Series A,UK,11868577,70,4,481.5,30501,1.088,21857,79,5,8,7,82,24,1
Cybersecurity,Seed,Brazil,2806249,38,5,317.6,743349,4.247,18070,37,24,9,7,96,6,1
BioTech,Seed,Singapore,2991721,141,13,443.51,638021,4.586,49845,16,16,5,7,59,4,1
EdTech,Series B,Australia,32459562,100,13,213.4,287354,4.49,24475,31,25,5,3,49,26,1
FinTech,Series A,Canada,12393019,126,7,166.47,138476,4.751,22219,78,21,7,6,112,15,1
FinTech,Pre-Seed,India,326835,55,6,450.41,710849,4.179,41457,60,12,7,6,118,13,1
SaaS,Seed,India,700919,131,5,49.89,233989,2.886,31489,-8,7,1,4,38,22,0
EdTech,Seed,Australia,699542,42,8,59.0,498260,1.931,23178,-15,23,5,1,6,13,0
BioTech,Seed,France,2220342,46,14,150.02,445869,2.357,13483,37,11,8,9,77,17,1
Gaming,Series A,Australia,6483802,104,1,479.91,489894,4.338,47802,27,14,7,2,119,25,1
CleanTech,Series B,Australia,36864581,107,7,316.72,182022,1.367,44927,11,18,2,9,26,34,1
